,lfhf,pnn50,sloc,ted,elapsed-seconds,label
0,3.9,0.0,0,0,0,0
1,3.65,0.0,0,0,1,0
2,3.47,0.26,0,0,2,0
3,3.35,0.27,0,0,3,0
4,3.24,0.27,0,0,4,0
5,3.03,0.27,0,0,5,0
6,2.93,0.27,0,0,6,0
7,2.74,0.27,0,0,7,0
8,2.65,0.27,0,0,8,0
9,2.57,0.28,0,0,9,0
10,2.42,0.28,0,0,10,0
11,2.35,0.29,0,0,11,0
12,2.29,0.29,0,0,12,0
13,2.22,0.29,0,0,13,0
14,2.07,0.3,0,0,14,0
15,2.01,0.3,0,0,15,0
16,1.96,0.3,0,0,16,0
17,1.87,0.29,0,0,17,0
18,1.83,0.3,0,0,18,0
19,1.79,0.29,0,0,19,0
20,1.76,0.28,0,0,20,0
21,1.7,0.28,0,0,21,0
22,1.68,0.29,0,0,22,0
23,1.66,0.29,0,0,23,0
24,1.63,0.29,0,0,24,0
25,1.62,0.29,0,0,25,0
26,1.61,0.29,0,0,26,0
27,1.6,0.3,0,0,27,0
28,1.6,0.3,0,0,0,0
29,1.59,0.3,0,0,1,0
30,1.61,0.3,0,0,2,0
31,1.62,0.31,0,0,4,0
32,1.69,0.31,0,0,5,0
33,1.72,0.31,0,0,0,0
34,1.74,0.31,0,0,1,0
35,1.78,0.3,0,0,2,0
36,1.83,0.3,0,0,3,0
37,1.87,0.3,0,0,4,0
38,1.92,0.3,0,0,5,0
39,2.02,0.3,0,0,0,0
40,2.08,0.3,0,0,1,0
41,2.15,0.29,8,0,2,0
42,2.21,0.29,8,0,3,0
43,2.28,0.29,8,0,4,0
44,2.44,0.28,8,0,5,0
45,2.54,0.27,8,0,6,0
46,2.63,0.27,8,0,7,0
47,2.7,0.26,8,0,8,0
48,2.79,0.26,8,0,9,0
49,2.87,0.27,8,0,10,0
50,3.03,0.27,8,0,11,0
51,3.11,0.28,8,0,12,0
52,3.19,0.28,8,0,13,0
53,3.3,0.29,8,0,14,0
54,3.38,0.3,8,0,15,0
55,3.45,0.29,8,0,16,0
56,3.59,0.29,8,0,17,0
57,3.65,0.29,8,0,18,0
58,3.71,0.3,8,0,19,0
59,3.76,0.3,8,0,20,0
60,3.84,0.3,8,0,21,0
61,3.91,0.31,8,0,22,0
62,3.93,0.31,8,0,23,0
63,3.97,0.3,8,0,25,0
64,3.98,0.31,8,0,26,0
65,3.99,0.3,8,0,27,0
66,3.99,0.3,8,0,28,0
67,3.98,0.3,8,0,29,0
68,3.96,0.3,8,0,30,0
69,3.93,0.31,8,0,31,0
70,3.9,0.32,8,0,32,0
71,3.87,0.32,8,0,33,0
72,3.84,0.33,8,0,34,0
73,3.77,0.33,8,0,35,0
74,3.73,0.34,8,0,36,0
75,3.69,0.34,8,0,37,0
76,3.65,0.34,8,0,38,0
77,3.58,0.34,8,0,39,0
78,3.49,0.34,8,0,40,0
79,3.44,0.34,8,0,41,0
80,3.39,0.34,8,0,42,0
81,3.29,0.34,8,0,43,0
82,3.24,0.33,8,0,44,0
83,3.19,0.34,8,0,45,0
84,3.14,0.34,8,0,46,0
85,3.07,0.34,8,0,47,0
86,3.02,0.33,8,0,48,0
87,2.98,0.33,8,0,49,0
88,2.89,0.31,8,0,50,0
89,2.85,0.31,8,0,51,0
90,2.78,0.3,8,0,52,0
91,2.76,0.3,8,0,53,0
92,2.71,0.3,8,0,54,0
93,2.68,0.3,8,0,55,0
94,2.62,0.3,8,0,56,0
95,2.6,0.3,8,0,57,0
96,2.59,0.3,8,0,58,0
97,2.57,0.3,8,0,59,0
98,2.55,0.31,8,0,60,0
99,2.54,0.31,8,0,61,0
100,2.53,0.3,8,0,62,0
101,2.54,0.29,8,0,63,0
102,2.55,0.29,8,0,64,0
103,2.56,0.29,8,0,65,0
104,2.58,0.29,8,0,66,0
105,2.63,0.28,8,0,67,0
106,2.66,0.27,8,0,68,0
107,2.7,0.28,8,0,69,0
108,2.74,0.28,8,0,70,0
109,2.83,0.28,8,0,71,0
110,2.88,0.27,8,0,72,0
111,2.93,0.27,8,0,73,0
112,3.06,0.26,8,0,74,0
113,3.13,0.27,8,0,75,0
114,3.2,0.27,8,0,76,0
115,3.28,0.26,8,0,77,0
116,3.44,0.27,8,0,78,0
117,3.53,0.27,8,0,79,0
118,3.63,0.26,8,0,80,0
119,3.83,0.26,8,0,81,0
120,3.93,0.26,8,0,82,0
121,4.04,0.26,8,0,83,0
122,4.27,0.26,8,0,84,0
123,4.39,0.26,8,0,85,0
124,4.62,0.25,8,0,86,0
125,4.75,0.25,8,0,87,0
126,4.97,0.25,8,0,89,0
127,5.41,0.23,8,0,90,0
128,5.57,0.22,8,0,91,0
129,5.74,0.22,8,0,92,0
130,5.9,0.22,8,0,93,0
131,6.06,0.21,8,0,94,0
132,6.39,0.22,8,0,95,0
133,6.55,0.21,8,0,96,0
134,6.71,0.2,8,0,97,0
135,7.01,0.2,8,0,98,0
136,7.15,0.19,8,0,99,0
137,7.47,0.19,8,0,100,0
138,7.64,0.2,8,0,101,0
139,7.84,0.19,8,0,102,0
140,8.21,0.2,8,0,103,0
141,8.41,0.2,8,0,104,0
142,8.6,0.19,8,0,105,0
143,8.8,0.2,8,0,106,0
144,9.14,0.2,8,0,107,0
145,9.23,0.19,8,0,108,0
146,9.55,0.18,8,0,109,0
147,9.78,0.17,8,0,110,0
148,9.95,0.17,8,0,111,0
149,10.0,0.17,8,0,112,0
150,10.0,0.16,8,0,113,0
151,10.0,0.16,8,0,114,0
152,10.0,0.16,8,0,115,0
153,10.0,0.16,8,0,116,0
154,10.0,0.16,8,0,117,0
155,10.0,0.16,8,0,118,0
156,10.0,0.15,8,0,119,0
157,10.0,0.15,8,0,120,0
158,10.0,0.15,8,0,121,0
159,10.0,0.15,8,0,122,0
160,9.66,0.14,8,0,123,0
161,9.46,0.14,8,0,124,0
162,9.22,0.13,8,0,125,0
163,8.97,0.13,8,0,126,0
164,8.72,0.13,8,0,127,0
165,8.23,0.14,8,0,128,0
166,7.92,0.14,8,0,130,0
167,7.54,0.15,8,0,131,0
168,7.34,0.15,8,0,132,0
169,7.14,0.14,8,0,133,0
170,6.74,0.14,8,0,134,0
171,6.55,0.14,8,0,135,0
172,6.37,0.13,8,0,136,0
173,6.05,0.13,8,0,137,0
174,5.89,0.12,8,0,138,0
175,5.74,0.12,8,0,139,0
176,5.59,0.12,8,0,140,0
177,5.45,0.12,8,0,141,0
178,5.33,0.12,8,0,142,0
179,5.15,0.13,8,0,143,0
180,5.04,0.13,8,0,144,0
181,4.85,0.13,8,0,145,0
182,4.77,0.13,8,0,146,0
183,4.67,0.14,8,0,147,0
184,4.47,0.13,8,0,148,0
185,4.39,0.14,8,0,149,0
186,4.32,0.13,8,0,150,0
187,4.24,0.13,8,0,151,0
188,4.11,0.14,8,0,152,0
189,4.08,0.14,8,0,153,0
190,3.96,0.13,8,0,154,0
191,3.9,0.13,8,0,155,0
192,3.83,0.13,8,0,156,0
193,3.78,0.13,8,0,157,0
194,3.68,0.13,8,0,158,0
195,3.61,0.13,8,0,159,0
196,3.59,0.14,8,0,160,0
197,3.51,0.14,8,0,161,0
198,3.47,0.14,8,0,162,0
199,3.44,0.14,8,0,163,0
200,3.37,0.14,8,0,164,0
201,3.33,0.13,8,0,165,0
202,3.31,0.14,8,0,166,0
203,3.28,0.14,8,0,167,0
204,3.24,0.15,8,0,168,0
205,3.23,0.14,8,0,169,0
206,3.19,0.14,8,0,170,0
207,3.18,0.13,8,0,171,0
208,3.18,0.13,8,0,172,0
209,3.18,0.13,8,0,173,0
210,3.18,0.13,8,0,174,0
211,3.19,0.13,8,0,175,0
212,3.21,0.13,8,0,176,0
213,3.24,0.13,8,0,177,0
214,3.26,0.12,8,0,178,0
215,3.29,0.12,8,0,179,0
216,3.31,0.12,8,0,180,0
217,3.38,0.13,8,0,181,0
218,3.4,0.13,8,0,182,0
219,3.43,0.12,8,0,183,0
220,3.51,0.13,8,0,184,0
221,3.55,0.13,8,0,185,0
222,3.66,0.13,8,0,187,0
223,3.73,0.14,8,0,188,0
224,3.77,0.14,8,0,189,0
225,3.85,0.14,8,0,190,0
226,3.89,0.14,8,0,191,0
227,3.93,0.14,8,0,192,0
228,3.99,0.14,8,0,193,0
229,4.03,0.14,8,0,194,0
230,4.08,0.14,8,0,195,0
231,4.11,0.14,8,0,196,0
232,4.13,0.15,8,0,197,0
233,4.14,0.15,8,0,198,0
234,4.15,0.15,8,0,199,0
235,4.16,0.15,8,0,200,0
236,4.18,0.15,8,0,202,0
237,4.17,0.14,8,0,203,0
238,4.16,0.14,8,0,204,0
239,4.15,0.13,8,0,205,0
240,4.13,0.13,8,0,206,0
241,4.11,0.13,8,0,207,0
242,4.09,0.13,8,0,208,0
243,4.05,0.13,8,0,209,0
244,4.03,0.13,8,0,210,0
245,4.01,0.13,8,0,211,0
246,3.97,0.13,8,0,212,0
247,3.94,0.13,8,0,213,0
248,3.92,0.13,8,0,214,0
249,3.87,0.13,13,4,0,0
250,3.85,0.13,13,4,1,0
251,3.82,0.12,13,4,2,0
252,3.78,0.12,13,4,3,0
253,3.75,0.13,13,4,4,0
254,3.73,0.13,13,4,5,0
255,3.7,0.12,13,4,6,0
256,3.67,0.12,13,4,7,0
257,3.64,0.12,13,4,8,0
258,3.59,0.12,13,4,9,0
259,3.57,0.12,13,4,10,0
260,3.56,0.12,13,4,11,0
261,3.53,0.12,13,4,12,0
262,3.48,0.12,13,4,13,0
263,3.46,0.12,13,4,14,0
264,3.45,0.12,13,4,15,0
265,3.41,0.12,13,4,16,0
266,3.39,0.12,13,4,17,0
267,3.39,0.12,13,4,18,0
268,3.36,0.12,13,4,19,0
269,3.35,0.11,13,4,20,0
270,3.34,0.11,13,4,21,0
271,3.32,0.11,13,4,23,0
272,3.33,0.11,13,4,24,0
273,3.33,0.11,13,4,25,0
274,3.34,0.12,13,4,26,0
275,3.35,0.11,13,4,27,0
276,3.37,0.1,13,4,28,0
277,3.39,0.1,13,4,29,0
278,3.43,0.11,13,4,30,0
279,3.46,0.12,13,4,31,0
280,3.49,0.12,13,4,32,0
281,3.56,0.12,13,4,33,0
282,3.59,0.13,13,4,34,0
283,3.65,0.13,13,4,35,0
284,3.69,0.14,13,4,36,0
285,3.8,0.14,13,4,37,0
286,3.85,0.14,13,4,38,0
287,3.91,0.14,14,2,0,0
288,3.98,0.14,14,2,1,0
289,4.04,0.13,14,2,2,0
290,4.17,0.12,14,2,3,0
291,4.24,0.12,14,2,4,0
292,4.3,0.12,14,2,5,0
293,4.36,0.12,14,2,6,0
294,4.45,0.11,14,2,7,0
295,4.56,0.11,14,2,8,0
296,4.61,0.1,14,2,9,0
297,4.68,0.1,14,2,10,0
298,4.73,0.11,14,2,11,0
299,4.8,0.11,14,2,12,0
300,4.83,0.12,14,2,13,0
301,4.85,0.12,14,2,14,0
302,4.86,0.12,14,2,15,0
303,4.87,0.12,14,2,16,0
304,4.87,0.12,14,2,17,0
305,4.86,0.12,14,2,18,0
306,4.83,0.11,14,2,19,0
307,4.8,0.11,14,2,20,0
308,4.77,0.12,14,2,21,0
309,4.74,0.12,14,2,22,0
310,4.64,0.12,14,2,23,0
311,4.59,0.12,14,2,24,0
312,4.54,0.13,14,2,25,0
313,4.47,0.13,14,2,26,0
314,4.41,0.13,14,2,27,0
315,4.29,0.14,14,2,28,0
316,4.23,0.14,14,2,29,0
317,4.15,0.14,14,2,30,0
318,4.08,0.14,14,2,31,0
319,4.01,0.14,14,2,32,0
320,3.89,0.15,14,2,33,0
321,3.82,0.15,14,2,34,0
322,3.76,0.15,14,2,35,0
323,3.64,0.15,14,2,36,0
324,3.58,0.15,14,2,37,0
325,3.46,0.15,14,2,38,0
326,3.41,0.15,14,2,39,0
327,3.35,0.15,14,2,40,0
328,3.24,0.15,14,2,41,0
329,3.19,0.15,14,2,42,0
330,3.14,0.14,14,2,43,0
331,3.09,0.14,14,2,44,0
332,3.0,0.14,14,2,45,0
333,2.96,0.14,14,2,46,0
334,2.93,0.14,14,2,47,0
335,2.89,0.14,16,2,0,0
336,2.83,0.13,16,2,1,0
337,2.8,0.13,16,2,2,0
338,2.77,0.13,16,2,3,0
339,2.74,0.13,16,2,4,0
340,2.69,0.14,16,2,5,0
341,2.65,0.13,16,2,7,0
342,2.64,0.13,16,2,8,0
343,2.63,0.14,16,2,9,0
344,2.62,0.14,16,2,10,0
345,2.62,0.15,16,2,11,0
346,2.62,0.15,16,2,12,0
347,2.62,0.15,16,2,13,0
348,2.64,0.15,16,2,14,0
349,2.65,0.15,16,2,15,0
350,2.66,0.14,16,2,16,0
351,2.7,0.14,16,2,17,0
352,2.72,0.14,16,2,18,0
353,2.75,0.14,16,2,19,0
354,2.8,0.13,16,2,0,0
355,2.83,0.13,16,2,1,0
356,2.89,0.12,16,2,2,0
357,2.93,0.12,16,2,3,0
358,2.96,0.12,16,2,4,0
359,3.0,0.11,16,2,5,0
360,3.08,0.1,16,2,6,0
361,3.11,0.11,16,2,7,0
362,3.19,0.11,16,2,8,0
363,3.22,0.11,16,2,9,0
364,3.26,0.11,16,2,10,0
365,3.32,0.11,16,2,11,0
366,3.34,0.11,16,2,12,0
367,3.37,0.11,16,2,13,0
368,3.41,0.11,16,2,14,0
369,3.41,0.11,16,2,15,0
370,3.44,0.11,16,2,16,0
371,3.42,0.11,16,2,17,0
372,3.41,0.11,16,2,18,0
373,3.4,0.11,16,2,19,0
374,3.35,0.1,16,2,20,0
375,3.32,0.1,16,2,21,0
376,3.29,0.1,16,2,22,0
377,3.25,0.1,16,2,23,0
378,3.16,0.1,16,2,24,0
379,3.11,0.1,16,2,25,0
380,3.0,0.1,16,2,27,0
381,2.85,0.11,16,2,28,0
382,2.82,0.11,16,2,29,0
383,2.69,0.1,16,2,30,0
384,2.63,0.1,16,2,31,0
385,2.57,0.1,16,2,32,0
386,2.51,0.1,16,2,33,0
387,2.42,0.09,16,2,34,0
388,2.3,0.09,16,2,36,0
389,2.23,0.08,16,2,37,0
390,2.12,0.08,16,2,38,0
391,2.07,0.09,16,2,39,0
392,2.04,0.09,16,2,40,0
393,1.97,0.09,16,2,41,0
394,1.93,0.09,16,2,42,0
395,1.91,0.09,16,2,43,0
396,1.86,0.1,16,2,44,0
397,1.85,0.11,16,2,45,0
398,1.83,0.11,16,2,46,0
399,1.82,0.11,16,2,47,0
400,1.82,0.12,16,2,48,0
401,1.83,0.12,16,2,49,0
402,1.87,0.12,16,2,50,0
403,1.89,0.12,16,2,51,0
404,1.91,0.12,16,2,52,0
405,1.94,0.12,16,2,53,0
406,2.02,0.12,16,2,54,0
407,2.08,0.11,16,2,55,0
408,2.19,0.11,16,2,56,0
409,2.26,0.11,16,2,57,0
410,2.34,0.11,16,2,58,0
411,2.43,0.12,16,2,59,0
412,2.62,0.13,16,2,60,0
413,2.72,0.12,16,2,61,0
414,2.83,0.12,16,2,62,0
415,2.87,0.12,16,2,63,0
416,3.15,0.12,16,2,64,0
417,3.26,0.11,16,2,65,0
418,3.37,0.11,16,2,66,0
419,3.49,0.11,16,2,67,0
420,3.7,0.1,16,2,68,0
421,3.8,0.1,16,2,69,0
422,3.9,0.1,16,2,70,0
423,4.07,0.1,16,2,71,0
424,4.17,0.1,16,2,72,0
425,4.33,0.1,16,2,73,0
426,4.4,0.1,16,2,74,0
427,4.46,0.11,16,2,75,0
428,4.5,0.11,16,2,76,0
429,4.57,0.12,16,2,77,0
430,4.59,0.12,16,2,78,0
431,4.6,0.12,16,2,79,0
432,4.58,0.12,16,2,80,0
433,4.63,0.12,16,2,81,0
434,4.58,0.12,16,2,82,0
435,4.56,0.13,16,2,83,0
436,4.54,0.14,16,2,84,0
437,4.51,0.14,16,2,85,0
438,4.48,0.14,16,2,86,0
439,4.4,0.15,16,2,87,0
440,4.37,0.15,16,3,0,0
441,4.33,0.15,16,0,0,0
442,4.25,0.16,16,0,0,0
443,4.21,0.16,16,0,1,0
444,4.18,0.17,16,0,2,0
445,4.14,0.17,16,0,3,0
446,4.06,0.17,16,0,4,0
447,4.03,0.17,16,0,5,0
448,3.99,0.17,16,0,6,0
449,3.96,0.17,16,0,7,0
450,3.93,0.17,16,0,8,0
451,3.88,0.18,16,0,9,0
452,3.86,0.18,16,0,10,0
453,3.83,0.17,16,0,11,0
454,3.8,0.17,16,0,12,0
455,3.78,0.17,16,0,13,0
456,3.77,0.17,16,0,14,0
457,3.77,0.18,16,0,15,0
458,3.73,0.18,17,2,0,0
459,3.73,0.17,17,2,1,0
460,3.73,0.17,17,2,2,0
461,3.75,0.17,17,2,3,0
462,3.76,0.17,17,2,4,0
463,3.77,0.17,17,2,5,0
464,3.81,0.17,17,2,6,0
465,3.86,0.17,17,2,7,0
466,3.89,0.17,17,2,8,0
467,3.92,0.17,17,2,9,0
468,4.0,0.16,17,2,10,0
469,4.03,0.16,17,0,0,0
470,4.15,0.15,17,0,1,0
471,4.18,0.15,17,0,2,0
472,4.3,0.15,17,0,3,0
473,4.37,0.14,17,0,4,0
474,4.44,0.13,17,0,5,0
475,4.57,0.13,17,0,6,0
476,4.65,0.13,17,0,7,0
477,4.76,0.13,17,0,8,0
478,4.88,0.14,17,0,9,1
479,5.05,0.14,17,0,10,1
480,5.13,0.14,17,0,11,1
481,5.21,0.14,17,0,12,1
482,5.36,0.14,17,0,13,1
483,5.43,0.14,17,0,14,1
484,5.49,0.14,17,0,15,1
485,5.59,0.14,17,0,16,1
486,5.66,0.13,17,0,17,1
487,5.74,0.13,17,0,18,1
488,5.79,0.13,17,0,19,1
489,5.82,0.13,17,0,20,1
490,5.88,0.13,17,0,21,1
491,5.89,0.13,17,0,22,1
492,5.9,0.13,17,0,23,1
493,5.91,0.14,17,0,24,1
494,5.9,0.15,17,0,25,1
495,5.89,0.16,17,0,26,1
496,5.88,0.16,17,0,27,1
497,5.85,0.16,17,0,28,1
498,5.8,0.16,17,0,29,1
499,5.78,0.17,17,0,30,1
500,5.71,0.17,17,0,31,1
501,5.67,0.16,17,0,32,1
502,5.64,0.16,17,0,33,1
503,5.6,0.16,17,0,34,1
504,5.52,0.15,17,0,35,1
505,5.5,0.15,17,0,36,1
506,5.39,0.15,17,0,38,1
507,5.35,0.15,17,0,39,1
